model,seed,components,quantile,file_id,scored_points,anomaly_points,threshold,average_precision,auroc,point_precision,point_recall,point_f1,tp,fp,tn,fn,reference_event_count,predicted_event_count,matched_reference_event_count,matched_predicted_event_count,missed_reference_event_count,false_predicted_event_count,overlap_event_precision,overlap_event_recall,overlap_event_f1,duration_precision,duration_recall,duration_f1,mean_reference_coverage,median_reference_coverage,mean_fragments_per_reference,false_alarm_events_per_normal_hour,median_detection_delay_seconds,detection_delay_iqr_seconds,events_covered_10pct,events_missed_10pct,event_recall_10pct,events_covered_50pct,events_missed_50pct,event_recall_50pct
full,17,representation+reconstruction+prediction,0.999,test1,43074,629,6.715356826782227,0.716386129697177,0.9625085938391046,0.290454016298021,0.7933227344992051,0.4252236898167874,499,1219,41226,130,5,110,5,5,0,105,0.0454545454545454,1.0,0.0869565217391304,0.290454016298021,0.7933227344992051,0.4252236898167874,0.7774381856527354,0.9105263157894736,2.2,8.905642596301096,17.0,19.0,5,0,1.0,4,1,0.8
full,17,representation+reconstruction+prediction,0.999,test2,118674,3449,6.715356826782227,0.4413634159855127,0.8749458372474694,0.3270900732164141,0.5569730356625109,0.4121433168847886,1921,3952,111273,1528,20,609,18,18,2,591,0.0295566502463054,0.9,0.0572337042925278,0.3270900732164141,0.5569730356625109,0.4121433168847886,0.555301287722515,0.5919117647058824,3.2,18.464742894337167,30.5,35.25,18,2,0.9,13,7,0.65
full,17,representation+reconstruction+prediction,0.999,test3,107874,1535,6.715356826782227,0.6607660717971182,0.9610741573726188,0.2139517486440995,0.7452768729641693,0.3324614937518163,1144,4203,102136,391,8,411,8,8,0,403,0.0194647201946472,1.0,0.0381861575178997,0.2139517486440995,0.7452768729641693,0.3324614937518163,0.7469242402092646,0.882142085942561,2.625,13.643160082378056,5.0,16.5,8,0,1.0,6,2,0.75
full,17,representation+reconstruction+prediction,0.999,test4,39474,1157,6.715356826782227,0.4212533135762993,0.8231542225571338,0.0650982684298969,0.77009507346586,0.1200485044462409,891,12796,25521,266,5,980,5,5,0,975,0.0051020408163265,1.0,0.0101522842639593,0.0650982684298969,0.77009507346586,0.1200485044462409,0.7847820626329863,0.7480916030534351,7.4,91.60424876686588,25.0,17.0,5,0,1.0,5,0,1.0
full,17,representation+reconstruction+prediction,0.999,test5,92274,2177,6.715356826782227,0.5826353600611215,0.9213051187637208,0.151800651580523,0.7919154800183739,0.2547657750849712,1724,9633,80464,453,12,1160,12,12,0,1148,0.0103448275862068,1.0,0.0204778156996587,0.151800651580523,0.7919154800183739,0.2547657750849712,0.8149327678252458,0.8833333333333333,2.833333333333333,45.870561727915465,8.0,14.0,12,0,1.0,11,1,0.9166666666666666
full,2026,prediction,0.995,test1,43074,629,6.156305313110352,0.793174699575157,0.947785715770582,0.5653153153153153,0.7980922098569158,0.6618325642715887,502,386,42059,127,5,236,5,5,0,231,0.0211864406779661,1.0,0.0414937759336099,0.5653153153153153,0.7980922098569158,0.6618325642715887,0.8187482123245513,0.9157894736842104,2.4,19.59241371186241,16.0,52.0,5,0,1.0,5,0,1.0
full,2026,prediction,0.995,test2,118674,3449,6.156305313110352,0.502356555914503,0.8665482519011646,0.6902956785443518,0.5279791243838794,0.5983242976835881,1821,817,114408,1628,20,394,19,19,1,375,0.0482233502538071,0.95,0.0917874396135265,0.6902956785443518,0.5279791243838794,0.5983242976835881,0.5336981631191765,0.6130867709815078,3.5,11.7162074202647,31.0,32.5,17,3,0.85,12,8,0.6
full,2026,prediction,0.995,test3,107874,1535,6.156305313110352,0.7032826990824099,0.9546667465946056,0.6219578150351541,0.749185667752443,0.6796690307328606,1150,699,105640,385,8,279,8,8,0,271,0.028673835125448,1.0,0.0557491289198606,0.6219578150351541,0.749185667752443,0.6796690307328606,0.7500193620189612,0.8752213344849924,1.875,9.174432710482511,1.0,11.0,8,0,1.0,6,2,0.75
full,2026,prediction,0.995,test4,39474,1157,6.156305313110352,0.7510824198185632,0.9451460724233128,0.4757731958762886,0.797752808988764,0.5960607039070066,923,1017,37300,234,5,503,5,5,0,498,0.0099403578528827,1.0,0.0196850393700787,0.4757731958762886,0.797752808988764,0.5960607039070066,0.8162127185824847,0.8098859315589354,6.8,46.78863167784535,7.0,8.0,5,0,1.0,5,0,1.0
full,2026,prediction,0.995,test5,92274,2177,6.156305313110352,0.6957495976272264,0.934942475029299,0.6318057187622405,0.740927882406982,0.6820295983086679,1613,940,89157,564,12,429,12,12,0,417,0.0279720279720279,1.0,0.054421768707483,0.6318057187622405,0.740927882406982,0.6820295983086679,0.7852415003495931,0.9121819338422392,3.75,16.66204202137696,11.0,11.5,11,1,0.9166666666666666,11,1,0.9166666666666666
full,2026,reconstruction,0.995,test1,43074,629,5.560235500335693,0.8078980389660234,0.9428705735524942,0.2347114556416882,0.8664546899841018,0.3693663165028804,545,1777,40668,84,5,568,5,5,0,563,0.0088028169014084,1.0,0.0174520069808027,0.2347114556416882,0.8664546899841018,0.3693663165028804,0.8915379992919699,0.9263157894736842,1.0,47.75120744492873,14.0,12.0,5,0,1.0,5,0,1.0
full,2026,reconstruction,0.995,test2,118674,3449,5.560235500335693,0.5676171947675047,0.883051990064946,0.6729147141518276,0.6245288489417222,0.6478195488721804,2154,1047,114178,1295,20,133,18,18,2,115,0.1353383458646616,0.9,0.2352941176470588,0.6729147141518276,0.6245288489417222,0.6478195488721804,0.6193761821794147,0.726242193863698,2.5,3.592970275547841,25.0,25.5,18,2,0.9,14,6,0.7
full,2026,reconstruction,0.995,test3,107874,1535,5.560235500335693,0.7632297291951846,0.9840953734312852,0.589095744680851,0.8657980456026059,0.701134265365339,1329,927,105412,206,8,179,8,8,0,171,0.0446927374301676,1.0,0.0855614973262032,0.589095744680851,0.8657980456026059,0.701134265365339,0.8664525274119621,0.9544563279857398,2.25,5.789033186319224,0.0,7.75,8,0,1.0,7,1,0.875
full,2026,reconstruction,0.995,test4,39474,1157,5.560235500335693,0.7856279106805513,0.9792961951011904,0.348095083034842,0.9239412273120138,0.5056764427625354,1069,2002,36315,88,5,597,5,5,0,592,0.0083752093802345,1.0,0.0166112956810631,0.348095083034842,0.9239412273120138,0.5056764427625354,0.9312900843597104,0.9695817490494296,4.2,55.6202207897278,1.0,4.0,5,0,1.0,5,0,1.0
full,2026,reconstruction,0.995,test5,92274,2177,5.560235500335693,0.7403391157906233,0.9635153928342296,0.5549920760697306,0.8043178686265503,0.6567891972993248,1751,1404,88693,426,12,353,12,12,0,341,0.0339943342776204,1.0,0.0657534246575342,0.5549920760697306,0.8043178686265503,0.6567891972993248,0.844291061727818,0.965648854961832,2.583333333333333,13.625314938344228,3.5,13.5,12,0,1.0,11,1,0.9166666666666666
full,2026,reconstruction+prediction,0.995,test1,43074,629,4.936325073242188,0.8106176184350099,0.9470327727962176,0.3448056086679413,0.8600953895071543,0.4922656960873521,541,1028,41417,88,5,499,5,5,0,494,0.0100200400801603,1.0,0.0198412698412698,0.3448056086679413,0.8600953895071543,0.4922656960873521,0.8853620683932947,0.9210526315789472,1.2,41.8989280245023,15.0,16.0,5,0,1.0,5,0,1.0
full,2026,reconstruction+prediction,0.995,test2,118674,3449,4.936325073242188,0.5561178281122082,0.8852940302801111,0.6875615359369872,0.6074224412873297,0.645012315270936,2095,952,114273,1354,20,211,18,18,2,193,0.0853080568720379,0.9,0.1558441558441558,0.6875615359369872,0.6074224412873297,0.645012315270936,0.6140638021136885,0.7166108546776481,2.85,6.029941418962899,25.5,25.25,18,2,0.9,12,8,0.6
full,2026,reconstruction+prediction,0.995,test3,107874,1535,4.936325073242188,0.7524879876934955,0.9790955285801144,0.6115585030791094,0.8410423452768729,0.7081733406472847,1291,820,105519,244,8,240,8,8,0,232,0.0333333333333333,1.0,0.064516129032258,0.6115585030791094,0.8410423452768729,0.7081733406472847,0.8436740578760464,0.9211835334476844,3.125,7.854126896058831,0.5,9.0,8,0,1.0,7,1,0.875
full,2026,reconstruction+prediction,0.995,test4,39474,1157,4.936325073242188,0.7830074443258983,0.9713136799553396,0.3381924198250728,0.902333621434745,0.4919886899151743,1044,2043,36274,113,5,735,5,5,0,730,0.0068027210884353,1.0,0.0135135135135135,0.3381924198250728,0.902333621434745,0.4919886899151743,0.9110752550894382,0.9391634980988594,5.4,68.5857452305765,2.0,4.0,5,0,1.0,5,0,1.0
full,2026,reconstruction+prediction,0.995,test5,92274,2177,4.936325073242188,0.7316972530416278,0.9576491205678498,0.5714760638297872,0.7896187413872301,0.6630665380906461,1719,1289,88808,458,12,387,12,12,0,375,0.0310077519379844,1.0,0.0601503759398496,0.5714760638297872,0.7896187413872301,0.6630665380906461,0.8329149696587299,0.9599236641221374,2.333333333333333,14.983850738648345,3.5,15.0,11,1,0.9166666666666666,11,1,0.9166666666666666
full,2026,representation,0.995,test1,43074,629,5.326692581176758,0.3556854397949381,0.9218416950693322,0.2190530519110097,0.6104928457869634,0.3224181360201512,384,1369,41076,245,5,23,5,5,0,18,0.217391304347826,1.0,0.3571428571428571,0.2190530519110097,0.6104928457869634,0.3224181360201512,0.569520473032501,0.6333333333333333,1.0,1.5266815879373306,32.0,41.0,5,0,1.0,4,1,0.8
full,2026,representation,0.995,test2,118674,3449,5.326692581176758,0.3266438373055479,0.7848596915498255,0.3722114451988361,0.4450565381269933,0.4053875610722303,1535,2589,112636,1914,20,30,13,13,7,17,0.4333333333333333,0.65,0.5199999999999999,0.3722114451988361,0.4450565381269933,0.4053875610722303,0.3408109144799382,0.3281611293659486,0.65,0.531134736385333,59.0,25.0,13,7,0.65,5,15,0.25
full,2026,representation,0.995,test3,107874,1535,5.326692581176758,0.5079208842101623,0.9188771954286814,0.2583240223463687,0.7530944625407167,0.3846921797004992,1156,3319,103020,379,8,41,8,8,0,33,0.1951219512195122,1.0,0.326530612244898,0.2583240223463687,0.7530944625407167,0.3846921797004992,0.7048645646710676,0.791852487135506,1.125,1.1171818429738851,26.0,23.5,8,0,1.0,7,1,0.875
full,2026,representation,0.995,test4,39474,1157,5.326692581176758,0.624443528757528,0.8873302612791906,0.2304658614739955,0.808124459809853,0.3586497890295358,935,3122,35195,222,5,50,5,5,0,45,0.1,1.0,0.1818181818181818,0.2304658614739955,0.808124459809853,0.3586497890295358,0.7828512768201801,0.7900763358778626,1.0,4.227888404624579,51.0,25.0,5,0,1.0,5,0,1.0
full,2026,representation,0.995,test5,92274,2177,5.326692581176758,0.433310146065925,0.9164488792253502,0.2820723684210526,0.6302250803858521,0.3897173696918051,1372,3492,86605,805,12,44,10,10,2,34,0.2272727272727272,0.8333333333333334,0.3571428571428571,0.2820723684210526,0.6302250803858521,0.3897173696918051,0.5900150001264113,0.6708333333333334,0.8333333333333334,1.3585358003041166,42.5,8.0,10,2,0.8333333333333334,10,2,0.8333333333333334
full,2026,representation+prediction,0.995,test1,43074,629,3.726020336151123,0.7636712288748331,0.9670527706200168,0.1944444444444444,0.8680445151033387,0.3177189409368636,546,2262,40183,83,5,843,5,5,0,838,0.0059311981020166,1.0,0.0117924528301886,0.1944444444444444,0.8680445151033387,0.3177189409368636,0.8865738030871722,0.9210526315789472,3.2,71.07550948286017,15.0,44.0,5,0,1.0,5,0,1.0
full,2026,representation+prediction,0.995,test2,118674,3449,3.726020336151123,0.4830510389502674,0.8675068387949227,0.4959926723150905,0.628008118295158,0.5542476970317298,2166,2201,113024,1283,20,631,18,18,2,613,0.028526148969889,0.9,0.0552995391705069,0.4959926723150905,0.628008118295158,0.5542476970317298,0.606549895245127,0.746975546975547,2.55,19.152093729659363,30.5,31.25,17,3,0.85,14,6,0.7
full,2026,representation+prediction,0.995,test3,107874,1535,3.726020336151123,0.735456539315611,0.980528212382543,0.3545335085413929,0.8788273615635179,0.5052434456928839,1349,2456,103883,186,8,738,8,8,0,730,0.010840108401084,1.0,0.0214477211796246,0.3545335085413929,0.8788273615635179,0.5052434456928839,0.8664391614222035,0.9076659346569264,2.0,24.71341652639201,5.5,25.75,8,0,1.0,7,1,0.875
full,2026,representation+prediction,0.995,test4,39474,1157,3.726020336151123,0.8261613133275084,0.9759853710017526,0.1641131408367707,0.9628349178910977,0.2804279421019509,1114,5674,32643,43,5,1936,5,5,0,1931,0.0025826446280991,1.0,0.0051519835136527,0.1641131408367707,0.9628349178910977,0.2804279421019509,0.9639012022795924,0.975,1.6,181.4233890962236,7.0,10.0,5,0,1.0,5,0,1.0
full,2026,representation+prediction,0.995,test5,92274,2177,3.726020336151123,0.7045505309579125,0.96308261780575,0.3376278893520273,0.8185576481396417,0.4780684104627767,1782,3496,86601,395,12,1110,12,12,0,1098,0.0108108108108108,1.0,0.0213903743315508,0.3376278893520273,0.8185576481396417,0.4780684104627767,0.8504091190189231,0.94220737913486,2.583333333333333,43.87271496276235,10.0,15.0,11,1,0.9166666666666666,11,1,0.9166666666666666
full,2026,representation+reconstruction,0.995,test1,43074,629,3.7687301635742183,0.7911204060428496,0.9606317049970776,0.0962328767123287,0.8934817170111288,0.1737517390632246,562,5278,37167,67,5,861,5,5,0,856,0.0058072009291521,1.0,0.0115473441108545,0.0962328767123287,0.8934817170111288,0.1737517390632246,0.909257297537584,0.9315789473684212,1.8,72.6021910707975,13.0,12.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction,0.995,test2,118674,3449,3.7687301635742183,0.5292181195373996,0.8911068433494013,0.5176496872207328,0.6717889243258915,0.5847318611987381,2317,2159,113066,1132,20,237,18,18,2,219,0.0759493670886076,0.9,0.1400778210116731,0.5176496872207328,0.6717889243258915,0.5847318611987381,0.6454929608408692,0.8321637426900584,1.6,6.8422651334345845,25.0,27.5,18,2,0.9,14,6,0.7
full,2026,representation+reconstruction,0.995,test3,107874,1535,3.7687301635742183,0.7716031916742594,0.988144932470132,0.3166994966075728,0.9426710097719868,0.4741153342070773,1447,3122,103217,88,8,490,8,8,0,482,0.0163265306122449,1.0,0.0321285140562249,0.3166994966075728,0.9426710097719868,0.4741153342070773,0.9387650235552474,0.953930036709134,1.25,16.31762570646705,0.0,7.5,8,0,1.0,8,0,1.0
full,2026,representation+reconstruction,0.995,test4,39474,1157,3.7687301635742183,0.8304665175011872,0.9875855036259972,0.1666910795371319,0.9835782195332756,0.2850701402805611,1138,5689,32628,19,5,1121,5,5,0,1116,0.0044603033006244,1.0,0.0088809946714031,0.1666910795371319,0.9835782195332756,0.2850701402805611,0.9843413578495304,0.9809160305343512,1.4,104.85163243468956,5.0,7.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction,0.995,test5,92274,2177,3.7687301635742183,0.7402902871937045,0.975020850925998,0.3283946313404218,0.8654111162149747,0.4761182714177408,1884,3853,86244,293,12,604,12,12,0,592,0.0198675496688741,1.0,0.0389610389610389,0.3283946313404218,0.8654111162149747,0.4761182714177408,0.8892973301155719,0.9735693259492092,2.25,23.65450569941285,3.5,15.0,12,0,1.0,11,1,0.9166666666666666
full,2026,representation+reconstruction+prediction,0.99,test1,43074,629,2.9615285396575928,0.8018419381523225,0.959432022849733,0.0588115794819705,0.920508744038156,0.1105594806186748,579,9266,33179,50,5,2308,5,5,0,2303,0.0021663778162911,1.0,0.0043233895373973,0.0588115794819705,0.920508744038156,0.1105594806186748,0.9279867103553426,0.9421052631578948,2.6,195.33042761220403,12.0,11.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.99,test2,118674,3449,2.9615285396575928,0.5413453641800459,0.8916061953741721,0.4662385678147499,0.6946941142360105,0.5579878900791803,2396,2743,112482,1053,20,689,19,19,1,670,0.0275761973875181,0.95,0.0535966149506347,0.4662385678147499,0.6946941142360105,0.5579878900791803,0.671762079813124,0.8475929159391369,2.35,20.9329572575396,25.0,30.5,18,2,0.9,14,6,0.7
full,2026,representation+reconstruction+prediction,0.99,test3,107874,1535,2.9615285396575928,0.7753836290918313,0.9874939200191092,0.2675334187877678,0.9517915309446254,0.4176672384219554,1461,4000,102339,74,8,1415,8,8,0,1407,0.0056537102473498,1.0,0.0112438510189739,0.2675334187877678,0.9517915309446254,0.4176672384219554,0.9483772527051668,0.9642085942561004,2.625,47.63257130497748,0.0,6.75,8,0,1.0,8,0,1.0
full,2026,representation+reconstruction+prediction,0.99,test4,39474,1157,2.9615285396575928,0.8271922096984798,0.9881670373443174,0.0926417370325693,0.9956784788245462,0.1695114773396115,1152,11283,27034,5,5,3325,5,5,0,3320,0.0015037593984962,1.0,0.003003003003003,0.0926417370325693,0.9956784788245462,0.1695114773396115,0.9961114504748686,0.9961832061068704,1.4,311.9242111856356,1.0,4.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.99,test5,92274,2177,2.9615285396575928,0.7406357776106515,0.9717946694811428,0.2675469075747047,0.8842443729903537,0.4107981220657277,1925,5270,84827,252,12,1828,12,12,0,1816,0.0065645514223194,1.0,0.0130434782608695,0.2675469075747047,0.8842443729903537,0.4107981220657277,0.9057711603605306,0.9735693259492092,3.083333333333333,72.56179451036105,3.0,8.0,12,0,1.0,12,0,1.0
full,2026,representation+reconstruction+prediction,0.9925,test1,43074,629,3.238588333129883,0.8018419381523225,0.959432022849733,0.0787652270210409,0.904610492845787,0.1449127721889723,569,6655,35790,60,5,1924,5,5,0,1919,0.0025987525987525,1.0,0.0051840331778123,0.0787652270210409,0.904610492845787,0.1449127721889723,0.916570894028812,0.9421052631578948,3.0,162.7612204028743,12.0,12.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.9925,test2,118674,3449,3.238588333129883,0.5413453641800459,0.8916061953741721,0.5127256906678268,0.6833864888373442,0.5858811831966194,2357,2240,112985,1092,20,501,18,18,2,483,0.0359281437125748,0.9,0.0690978886756238,0.5127256906678268,0.6833864888373442,0.5858811831966194,0.6638078240763712,0.8475929159391369,2.4,15.090475157300936,24.5,25.25,18,2,0.9,14,6,0.7
full,2026,representation+reconstruction+prediction,0.9925,test3,107874,1535,3.238588333129883,0.7753836290918313,0.9874939200191092,0.3362956033676333,0.9368078175895764,0.4949234210979177,1438,2838,103501,97,8,1006,8,8,0,998,0.0079522862823061,1.0,0.0157790927021696,0.3362956033676333,0.9368078175895764,0.4949234210979177,0.9308575175383728,0.9551176851651912,2.125,33.78628725114962,0.0,7.5,8,0,1.0,8,0,1.0
full,2026,representation+reconstruction+prediction,0.9925,test4,39474,1157,3.238588333129883,0.8271922096984798,0.9881670373443174,0.118855009334163,0.9904926534140016,0.2122418742476155,1146,8496,29821,11,5,2748,5,5,0,2743,0.0018195050946142,1.0,0.0036324010170722,0.118855009334163,0.9904926534140016,0.2122418742476155,0.9914232915985804,0.9923664122137404,1.4,257.7132865307827,2.0,5.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.9925,test5,92274,2177,3.238588333129883,0.7406357776106515,0.9717946694811428,0.3338048090523338,0.8672485071198898,0.4820630665134687,1888,3768,86329,289,12,1343,12,12,0,1331,0.0089352196574832,1.0,0.0177121771217712,0.3338048090523338,0.8672485071198898,0.4820630665134687,0.892722640237273,0.9735693259492092,2.833333333333333,53.182680888375856,3.0,8.5,12,0,1.0,11,1,0.9166666666666666
full,2026,representation+reconstruction+prediction,0.995,test1,43074,629,3.702552318572998,0.8018419381523225,0.959432022849733,0.1357874207703559,0.8855325914149443,0.2354681885436483,557,3545,38900,72,5,1194,5,5,0,1189,0.0041876046901172,1.0,0.0083402835696413,0.1357874207703559,0.8855325914149443,0.2354681885436483,0.9040489642042504,0.9315789473684212,2.4,100.84580044763813,13.0,12.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.995,test2,118674,3449,3.702552318572998,0.5413453641800459,0.8916061953741721,0.5702561551852773,0.66483038561902,0.6139223560910307,2293,1728,113497,1156,20,305,18,18,2,287,0.0590163934426229,0.9,0.1107692307692307,0.5702561551852773,0.66483038561902,0.6139223560910307,0.6474523396230745,0.8229885057471265,1.9,8.966804078975917,25.0,28.25,18,2,0.9,14,6,0.7
full,2026,representation+reconstruction+prediction,0.995,test3,107874,1535,3.702552318572998,0.7753836290918313,0.9874939200191092,0.4537037037037037,0.9257328990228012,0.608956503106921,1421,1711,104628,114,8,572,8,8,0,564,0.0139860139860139,1.0,0.0275862068965517,0.4537037037037037,0.9257328990228012,0.608956503106921,0.9192438308198936,0.9481969337076226,1.75,19.09365331628095,0.0,9.0,8,0,1.0,8,0,1.0
full,2026,representation+reconstruction+prediction,0.995,test4,39474,1157,3.702552318572998,0.8271922096984798,0.9881670373443174,0.1812707970210743,0.9887640449438202,0.306373861810391,1144,5167,33150,13,5,1648,5,5,0,1643,0.0030339805825242,1.0,0.0060496067755595,0.1812707970210743,0.9887640449438202,0.306373861810391,0.9889814311334642,0.9916666666666668,1.4,154.3649033066263,2.0,4.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.995,test5,92274,2177,3.702552318572998,0.7406357776106515,0.9717946694811428,0.4364066193853428,0.847955902618282,0.5762447323240206,1846,2384,87713,331,12,686,12,12,0,674,0.0174927113702623,1.0,0.0343839541547277,0.4364066193853428,0.847955902618282,0.5762447323240206,0.8759961750839329,0.9716609290026444,2.833333333333333,26.93097439426396,3.5,15.0,12,0,1.0,11,1,0.9166666666666666
full,2026,representation+reconstruction+prediction,0.9975,test1,43074,629,4.831399440765381,0.8018419381523225,0.959432022849733,0.3712121212121212,0.8569157392686805,0.5180201826045171,539,913,41532,90,5,250,5,5,0,245,0.02,1.0,0.0392156862745098,0.3712121212121212,0.8569157392686805,0.5180201826045171,0.8812804357402333,0.9210526315789472,1.2,20.779832724702555,15.0,18.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.9975,test2,118674,3449,4.831399440765381,0.5413453641800459,0.8916061953741721,0.644523176852672,0.6329370832125254,0.6386775892334698,2183,1204,114021,1266,20,121,18,18,2,103,0.1487603305785124,0.9,0.2553191489361702,0.644523176852672,0.6329370832125254,0.6386775892334698,0.6191495323033696,0.788888888888889,2.15,3.218051638099371,25.5,28.25,17,3,0.85,14,6,0.7
full,2026,representation+reconstruction+prediction,0.9975,test3,107874,1535,4.831399440765381,0.7753836290918313,0.9874939200191092,0.6010591350397175,0.8872964169381108,0.7166535122336227,1362,904,105435,173,8,120,8,8,0,112,0.0666666666666666,1.0,0.125,0.6010591350397175,0.8872964169381108,0.7166535122336227,0.8783545382521745,0.9207300676735536,2.125,3.791647467062884,0.5,9.25,8,0,1.0,8,0,1.0
full,2026,representation+reconstruction+prediction,0.9975,test4,39474,1157,4.831399440765381,0.8271922096984798,0.9881670373443174,0.3692973692973693,0.958513396715644,0.5331730769230769,1109,1894,36423,48,5,406,5,5,0,401,0.0123152709359605,1.0,0.024330900243309,0.3692973692973693,0.958513396715644,0.5331730769230769,0.961581743073632,0.9806201550387597,2.0,37.67518333898792,5.0,9.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.9975,test5,92274,2177,4.831399440765381,0.7406357776106515,0.9717946694811428,0.5410296411856474,0.7965089572806615,0.6443701226309924,1734,1471,88626,443,12,203,12,12,0,191,0.0591133004926108,1.0,0.1116279069767441,0.5410296411856474,0.7965089572806615,0.6443701226309924,0.8368518617507065,0.9541984732824428,2.083333333333333,7.63177464288489,4.5,14.25,11,1,0.9166666666666666,11,1,0.9166666666666666
full,2026,representation+reconstruction+prediction,0.999,test1,43074,629,8.326396942138672,0.8018419381523225,0.959432022849733,0.6517739816031537,0.7885532591414944,0.7136690647482015,496,265,42180,133,5,22,5,5,0,17,0.2272727272727272,1.0,0.3703703703703703,0.6517739816031537,0.7885532591414944,0.7136690647482015,0.8092834237479736,0.9105263157894736,2.0,1.4418659441630346,17.0,51.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.999,test2,118674,3449,8.326396942138672,0.5413453641800459,0.8916061953741721,0.7496881496881497,0.5227602203537257,0.6159890673044073,1803,602,114623,1646,20,56,17,17,3,39,0.3035714285714285,0.85,0.4473684210526316,0.7496881496881497,0.5227602203537257,0.6159890673044073,0.520318090514757,0.5612650465591642,1.75,1.218485571707529,31.0,25.0,17,3,0.85,12,8,0.6
full,2026,representation+reconstruction+prediction,0.999,test3,107874,1535,8.326396942138672,0.7753836290918313,0.9874939200191092,0.6887725421756835,0.7713355048859935,0.727719729563614,1184,535,105804,351,8,33,8,8,0,25,0.2424242424242424,1.0,0.3902439024390244,0.6887725421756835,0.7713355048859935,0.727719729563614,0.7659495855264578,0.8716583891168215,2.5,0.8463498810408222,3.0,11.0,8,0,1.0,7,1,0.875
full,2026,representation+reconstruction+prediction,0.999,test4,39474,1157,8.326396942138672,0.8271922096984798,0.9881670373443174,0.592501536570375,0.8331892826274849,0.692528735632184,964,663,37654,193,5,83,5,5,0,78,0.0602409638554216,1.0,0.1136363636363636,0.592501536570375,0.8331892826274849,0.692528735632184,0.8439721573354502,0.8517110266159695,2.4,7.3283399013492705,7.0,8.0,5,0,1.0,5,0,1.0
full,2026,representation+reconstruction+prediction,0.999,test5,92274,2177,8.326396942138672,0.7406357776106515,0.9717946694811428,0.6882255389718076,0.7625172255397336,0.723469165395511,1660,752,89345,517,12,83,11,11,1,72,0.1325301204819277,0.9166666666666666,0.231578947368421,0.6882255389718076,0.7625172255397336,0.723469165395511,0.803278765734262,0.9125,1.75,2.876899341820482,11.0,12.0,11,1,0.9166666666666666,11,1,0.9166666666666666
full,42,prediction,0.995,test1,43074,629,6.03926420211792,0.5872526232699443,0.9537463707358312,0.1105028386050283,0.8664546899841018,0.1960079122459989,545,4387,38058,84,5,880,5,5,0,875,0.0056818181818181,1.0,0.0112994350282485,0.1105028386050283,0.8664546899841018,0.1960079122459989,0.8495298539285614,0.9550561797752808,4.0,74.21368830250913,4.0,18.0,5,0,1.0,4,1,0.8
full,42,prediction,0.995,test2,118674,3449,6.03926420211792,0.3920235818889008,0.8387531775194209,0.165869464588798,0.6233690924905769,0.2620193772469685,2150,10812,104413,1299,20,3605,20,20,0,3585,0.0055478502080443,1.0,0.0110344827586206,0.165869464588798,0.6233690924905769,0.2620193772469685,0.6101549908315645,0.6499504430538914,7.2,112.00694293773051,33.5,40.75,19,1,0.95,14,6,0.7
full,42,prediction,0.995,test3,107874,1535,6.03926420211792,0.6397214992682757,0.9339971456903868,0.2409966499162479,0.7498371335504886,0.3647599429567422,1151,3625,102714,384,8,1056,8,8,0,1048,0.0075757575757575,1.0,0.0150375939849624,0.2409966499162479,0.7498371335504886,0.3647599429567422,0.7498355355849076,0.8720686676743683,3.25,35.47898701323127,1.0,10.5,8,0,1.0,6,2,0.75
full,42,prediction,0.995,test4,39474,1157,6.03926420211792,0.4249929144536997,0.7845330730412982,0.0447657765868982,0.8375108038029386,0.0849888172608867,969,20677,17640,188,5,3331,5,5,0,3326,0.0015010507355148,1.0,0.0029976019184652,0.0447657765868982,0.8375108038029386,0.0849888172608867,0.8487662557169429,0.8565891472868217,11.2,312.4879296395856,7.0,24.0,5,0,1.0,5,0,1.0
full,42,prediction,0.995,test5,92274,2177,6.03926420211792,0.5356272814534604,0.883837591994774,0.1281011078171321,0.754248966467616,0.2190063354451484,1642,11176,78921,535,12,3908,12,12,0,3896,0.0030706243602865,1.0,0.0061224489795918,0.1281011078171321,0.754248966467616,0.2190063354451484,0.7927689760765958,0.8916666666666667,7.25,155.67221994073054,8.0,11.5,12,0,1.0,11,1,0.9166666666666666
full,42,reconstruction,0.995,test1,43074,629,6.334630012512207,0.5718442593482064,0.9522923615167556,0.0710923355461677,0.9364069952305246,0.1321516715279335,589,7696,34749,40,5,706,5,5,0,701,0.0070821529745042,1.0,0.0140646976090014,0.0710923355461677,0.9364069952305246,0.1321516715279335,0.9321582447289972,0.9438202247191012,1.6,59.4557662857816,5.0,13.0,5,0,1.0,5,0,1.0
